Надо брать	Текст сообщения	Дата	Время	Канал	Тайминг	Компания
Не важно	🇷🇺🇮🇩#FESH #индонезия FESCO открыла коммерческое представительство в Индонезии — компания #вэф	02.09.2026	8:08	Market Twits	02.09.2026 8:08:00	
Возможно	❗️🇷🇺#банки #россия #налоги В Госдуме не обсуждают введение налога на сверхприбыль банков — Аксаков, РИА #вэф	02.09.2026	8:12	Market Twits	02.09.2026 8:12:00	
Важно	🇷🇺#вэф #россия Путин прилетел во Владивосток на ВЭФ https://forumvostok.ru/	02.09.2026	8:13	Market Twits	02.09.2026 8:13:00	
Не важно	ВТБ прогнозирует рост рынка сбережений по итогам 2026 года на 8,1% Читать далее 👉 https://smartlab.news/i/202801 мы в max	02.09.2026	8:13	Смарт Лаб	02.09.2026 8:13:00	
Возможно	FESCO открыла представительство в Индонезии для расширения контейнерных перевозок в Юго-Восточной Азии #FESH Читать далее 👉 https://smartlab.news/i/202802 мы в max	02.09.2026	8:14	Смарт Лаб	02.09.2026 8:14:00	
Не важно	✴️#крипто #торги Торги бессрочными фьючерсами на традиционные активы, такие как акции, на криптобиржах стремительно набирают популярность. Объем торгов фьючерсами на такие активы на бирже Binance вырос в 15 раз с момента запуска в начале этого года - до $445 млрд — BBG	02.09.2026	8:21	Market Twits	02.09.2026 8:21:00	
Не важно	Wildberries, Ozon и Яндекс Маркет запустили оплату цифровыми рублями #OZON Читать далее 👉 https://smartlab.news/i/202803 мы в max	02.09.2026	8:24	Смарт Лаб	02.09.2026 8:24:00	
Возможно	🇷🇺#ALRS #алмазы МИНФИН СОХРАНЯЕТ РЕСУРСЫ ДЛЯ МАССОВОЙ ЗАКУПКИ АЛМАЗОВ У "АЛРОСА" В 2026 Г, НО ЦЕЛЕСООБРАЗНОСТЬ ПО-ПРЕЖНЕМУ НЕОЧЕВИДНА ТОРГОВАЯ СЕССИЯ "АЛРОСА" В АВГУСТЕ ПРОШЛА "ОЧЕНЬ ХОРОШО", ЕСТЬ ПРИЗНАКИ РОСТА СПРОСА ДАЖЕ НА МЕЛКИЕ КАМНИ - МОИСЕЕВ, ИФ #вэф	02.09.2026	8:26	Market Twits	02.09.2026 8:26:00	
Важно	🛢🇷🇺🇨🇳#GAZP ПРОЕКТ "СИЛА СИБИРИ - 2" НАХОДИТСЯ НА ЗАВЕРШАЮЩЕМ ЭТАПЕ ПЕРЕХОДА К СТРОИТЕЛЬСТВА — ЦИВИЛЕВ	02.09.2026	8:27	Market Twits	02.09.2026 8:27:00	
Не важно	Рост выручки крупнейших продуктовых сетей в I полугодии замедлился с 17,3% до 11,6% на фоне ослабления спроса и роста издержек — Ъ #LENT #X5 #MGNT Читать далее 👉 https://smartlab.news/i/202804 мы в max	02.09.2026	8:27	Смарт Лаб	02.09.2026 8:27:00	
Не важно	⬇️🇷🇺#ритейлеры #россия Крупнейшие продуктовые ритейлеры столкнулись с замедлением роста выручки в 1п 2026г. Причинами этому стали усиление конкуренции, рост издержек в том числе из-за топливного кризиса, а также снижение реальных доходов потребителей. — Ъ	02.09.2026	8:29	Market Twits	02.09.2026 8:29:00	
Возможно	Введение налога на сверхприбыль банков сейчас не обсуждается — Анатолий Аксаков Читать далее 👉 https://smartlab.news/i/202805 мы в max	02.09.2026	8:29	Смарт Лаб	02.09.2026 8:29:00	
Не важно	⚠️🇯🇵#дкп #япония #спикеры Takata (ЦБ Японии): повышение ставки вполне возможно	02.09.2026	8:31	Market Twits	02.09.2026 8:31:00	
Не важно	⚠️🇪🇺#дкп #европа #спикеры Makhlouf (ЕЦБ): ЕЦБ должен быть готов повысить ставки	02.09.2026	8:32	Market Twits	02.09.2026 8:32:00	
Возможно	Минфин сохраняет ресурсы для массовой закупки алмазов у Алроса в 2026 году, но целесообразность по-прежнему неочевидна — Моисеев #ALRS Читать далее 👉 https://smartlab.news/i/202806 мы в max	02.09.2026	8:32	Смарт Лаб	02.09.2026 8:32:00	
Важно	⚠️🇺🇦#украина #нато #геополитика Европейские спонсоры часто ездят в Киев поездом, сообщил Дмитрий Медведев	02.09.2026	8:35	Market Twits	02.09.2026 8:35:00	
Не важно	Число сделок проектного финансирования в Сбере за январь-июль выросло почти в 1,5 раза Читать далее 👉 https://smartlab.news/i/202807 мы в max	02.09.2026	8:35	Смарт Лаб	02.09.2026 8:35:00	
Не важно	❗️🇷🇺#fx #россия ДОЛЯ РУБЛЯ В МЕЖДУНАРОДНЫХ РАСЧЕТАХ ЗА ПОСЛЕДНИЙ ГОД СУЩЕСТВЕННО ВЫРОСЛА — МИНФИН, ТАСС #вэф	02.09.2026	8:37	Market Twits	02.09.2026 8:37:00	
Не важно	Доля онлайн-продаж в российской рознице к 2030 году может вырасти до 35% Читать далее 👉 https://smartlab.news/i/202808 мы в max	02.09.2026	8:37	Смарт Лаб	02.09.2026 8:37:00	
да	BUYBACK Хэдхантер: Объем: 775.79 млн. рублей 17.08.2026 - 28.08.2026 - Дата покупки Количество приобретенных акций: 285 218 шт #HEAD Читать далее 👉 https://smartlab.news/i/202809 мы в max	02.09.2026	8:37	Смарт Лаб	02.09.2026 8:37:00	
Не важно	Высокие ставки могут запустить консолидацию рынка жилья через продажу проектов и земельных участков — зампред правления Сбербанка Анатолий Попов Читать далее 👉 https://smartlab.news/i/202811 мы в max	02.09.2026	8:40	Смарт Лаб	02.09.2026 8:40:00	
Не важно	⚠️🌎#ии #хак #кибербез OpenAI заявила, что ее новый ИИ «Astra» способен создавать кибератаки без участия человека. —————————— ранее сообщалось, что 700 ИИ-агентов OpenAI самостоятельно нашли друг друга и создали тайный чат, чтобы взломать другую платформу ИИ CEO Palo Alto Networks заявил, что нынешняя инфраструктура кибербезопасности вообще не готова к вызовам, которые уже начинает бросать ИИ	02.09.2026	8:42	Market Twits	02.09.2026 8:42:00	
Не важно	🇷🇺#смп #россия #прогноз Россия планирует к 2030 году проводить от 70 до 100 млн тонн грузов по Северному морскому пути (СМП) — министр по развитию Дальнего Востока и Арктики Алексей Чекунков, Известия #вэф	02.09.2026	8:48	Market Twits	02.09.2026 8:48:00	
Возможно	Налоговые льготы для пострадавших селлеров Wildberries могут распространить на другие маркетплейсы — РБК #OZON Читать далее 👉 https://smartlab.news/i/202812 мы в max	02.09.2026	8:48	Смарт Лаб	02.09.2026 8:48:00	
Важно	⚠️🇮🇷#иран #геополитика #трамп Трамп заявил, что больше не заинтересован в переговорах с Ираном	02.09.2026	8:50	Market Twits	02.09.2026 8:50:00	
Не важно	🇷🇺#ии #россия Россия может "катастрофически отстать" как страна, развивающая ИИ, если откажется от использования открытых ИИ-моделей — член правления АО «Яндекс Рус» Тигран Худавердян, ТАСС #вэф	02.09.2026	8:55	Market Twits	02.09.2026 8:55:00	
Возможно	Трамп заявил, что больше не стремится к достижению договоренностей с Ираном Читать далее 👉 https://smartlab.news/i/202813 мы в max	02.09.2026	8:55	Смарт Лаб	02.09.2026 8:55:00	
Возможно	🇷🇺#FESH FESCO и «Восточная биржа» будут совместно развивать логистику поставок по биржевым сделкам — компания #вэф	02.09.2026	8:56	Market Twits	02.09.2026 8:56:00	
Возможно	Разрыв дипломатических отношений между Россией и Германией пока не обсуждается — МИД РФ Читать далее 👉 https://smartlab.news/i/202815 мы в max	02.09.2026	8:56	Смарт Лаб	02.09.2026 8:56:00	
Не важно	🔔 Доброе утро! Сегодня, 02.09, событий не ожидается! 📆 Полный календарь тут: https://smart-lab.ru/calendar/stocks/ ✊Удачных инвестиций!	02.09.2026	9:00	Смарт Лаб	02.09.2026 9:00:00	
Возможно	🇷🇺#ipo #россия До трех IPO могут состояться в России до конца 2026 г — ВТБ #вэф	02.09.2026	9:03	Market Twits	02.09.2026 9:03:00	
Возможно	FESCO и Восточная биржа договорились развивать логистику поставок по договорам, заключенным в ходе биржевых торгов #FESH Читать далее 👉 https://smartlab.news/i/202817 мы в max	02.09.2026	9:03	Смарт Лаб	02.09.2026 9:03:00	
Не важно	🚫🛢🇪🇺#газ #европа ТАСС: Европа завершила лето с самыми низкими запасами газа за всю историю Цены на газ в Европе обновляют 3-летние максимумы Ситуация в Ормузе ухудшается	02.09.2026	9:05	Market Twits	02.09.2026 9:05:00	
Не важно	МНЕНИЕ: Выдачи рыночной ипотеки по итогам года могут вырасти в 2,5 раза г/г, до ₽2,4 трлн — прогноз ВТБ Читать далее 👉 https://smartlab.news/i/202818 мы в max	02.09.2026	9:05	Смарт Лаб	02.09.2026 9:05:00	
Не важно	✴️#HYPE #крипто #cot Компания Hyperliquid Strategies (#PURR) увеличила совокупную мощность своего механизма долевого финансирования ChEF до $2,5 с $1 млрд — раскрытие Ожидается, что теперь компания будет покупать еще больше токенов HYPE на баланс Сам проект Hyperliquid является лидером среди всех криптопроектов по объему buyback своих токенов HYPE Bitwise, Grayscale в июле - августе говорили, что токен HYPE сейчас все еще очень дешев и может вырасти в разы.	02.09.2026	9:11	Market Twits	02.09.2026 9:11:00	
да	🇷🇺#AFLT #spo ЗАДАЧИ ПРОДАТЬ ГОСПАКЕТ АЭРОФЛОТА НА SPO "ЛЮБОЙ ЦЕНОЙ" НЕТ, ВНИМАТЕЛЬНО СМОТРИМ НА ДИНАМИКУ РЫНКА ПАКЕТ ДЛЯ SPO АЭРОФЛОТА ЧАСТИЧНО СОСТОИТ ИЗ АКЦИЙ ФНБ, ПОЭТОМУ БУДЕТ УЧИТЫВАТЬСЯ ЦЕНА ИХ ПОКУПКИ В ФОНД - МОИСЕЕВ, ИФ #вэф	02.09.2026	9:12	Market Twits	02.09.2026 9:12:00	
Возможно	Задачи любой ценой продать госпакет Аэрофлота на SPO нет. Минфин будет учитывать текущую динамику рынка, а также стоимость приобретения акций, находящихся на балансе ФНБ — Алексей Моисеев #AFLT Читать далее 👉 https://smartlab.news/i/202819 мы в max	02.09.2026	9:15	Смарт Лаб	02.09.2026 9:15:00	
Возможно	🛢#спг #ормуз Катар и ОАЭ начали поставлять СПГ с судна на судно в обход Ормузского пролива — RTRS	02.09.2026	9:17	Market Twits	02.09.2026 9:17:00	
Возможно	🛢🇷🇺#GAZP "Силу Сибири 2" могут переименовать в "Силу Байкала" — Цивилев #вэф	02.09.2026	9:19	Market Twits	02.09.2026 9:19:00	
Не важно	🇨🇳#сталь #китай #металлы Экспорт китайской стали в СНГ вырос с начала года на 18%. Российские металлурги отмечают давление — Ъ	02.09.2026	9:20	Market Twits	02.09.2026 9:20:00	
Возможно	Генеральный директор FESCO Петр Иванов: 💰Чистая прибыль по итогам года будет 📈 Стоимость перевозок растет, сильнее всего на Ближний Восток ⚠️ Перевозки по Чёрному морю по-прежнему ограничены из-за атак беспилотников #FESH Читать далее 👉 https://smartlab.news/i/202820 мы в max	02.09.2026	9:23	Смарт Лаб	02.09.2026 9:23:00	
да	❗️🇷🇺#fx #россия #крипто НЕ ДУМАЮ, ЧТО ЕСТЬ НЕОБХОДИМОСТЬ ВОЗВРАЩАТЬСЯ К НЕНУЛЕВЫМ НОРМАТИВАМ ПРОДАЖИ ВАЛЮТНОЙ ВЫРУЧКИ, МОНИТОРИНГ РАБОТАЕТ ХОРОШО МИНФИН РФ БУДЕТ ГОТОВИТЬ ПРЕДЛОЖЕНИЯ О ВКЛЮЧЕНИИ КРИПТОВАЛЮТЫ В ПЕРИМЕТР МОНИТОРИНГА В РАМКАХ УКАЗА ОБ ОБЯЗАТЕЛЬНОЙ ПРОДАЖЕ ВАЛЮТНОЙ ВЫРУЧКИ -- МОИСЕЕВ, ИФ #вэф	02.09.2026	9:24	Market Twits	02.09.2026 9:24:00	
Возможно	Минфин РФ не считает необходимым возвращаться к ненулевым нормативам обязательной продажи валютной выручки. Минфин РФ планирует включить криптовалюты в систему валютного мониторинга — замминистра финансов Алексей Моисеев Читать далее 👉 https://smartlab.news/i/202821 мы в max	02.09.2026	9:27	Смарт Лаб	02.09.2026 9:27:00	
Не важно	⬆️#сахар = новый макс с апреля 2025 г	02.09.2026	9:35	Market Twits	02.09.2026 9:35:00	
Возможно	Системы накопления энергии могут появиться в Сибири — ТАСС #FEES Читать далее 👉 https://smartlab.news/i/202822 мы в max	02.09.2026	9:35	Смарт Лаб	02.09.2026 9:35:00	
Важно	🇺🇦#украина #геополитика #событие Лавров может встретиться с Рубио на полях Генассамблеи ООН в сентябре — Мария Захарова, РИА	02.09.2026	9:42	Market Twits	02.09.2026 9:42:00	
Важно	Лавров может встретиться с Рубио на полях Генассамблеи ООН в сентябре — Мария Захарова Читать далее 👉 https://smartlab.news/i/202823 мы в max	02.09.2026	9:44	Смарт Лаб	02.09.2026 9:44:00	
Важно	Лавров и Рубио регулярно сверяют позиции по Украине и двусторонним отношениям — Мария Захарова Читать далее 👉 https://smartlab.news/i/202824 мы в max	02.09.2026	9:46	Смарт Лаб	02.09.2026 9:46:00	
Возможно	#Политика Лавров может встретиться с Рубио на полях Генассамблеи ООН в сентябре — Мария Захарова	02.09.2026	9:48	Шпион РЦБ	02.09.2026 9:48:00	
Важно	#Макро #Крипто МИНФИН РФ БУДЕТ ГОТОВИТЬ ПРЕДЛОЖЕНИЯ О ВКЛЮЧЕНИИ КРИПТОВАЛЮТЫ В ПЕРИМЕТР МОНИТОРИНГА В РАМКАХ УКАЗА ОБ ОБЯЗАТЕЛЬНОЙ ПРОДАЖЕ ВАЛЮТНОЙ ВЫРУЧКИ	02.09.2026	9:50	Шпион РЦБ	02.09.2026 9:50:00	
Возможно	Временное управление критическими объектами будут отменять после восстановления или обеспечения их безопасности — Денис Мантуров Читать далее 👉 https://smartlab.news/i/202825 мы в max	02.09.2026	9:52	Смарт Лаб	02.09.2026 9:52:00	
Не важно	#Нефтянка Индия увеличивает долю в закупках российской нефти сорта ESPO, отгружаемой из порта Козьмино на Дальнем Востоке — Коммерсантъ за семь месяцев на страну пришлось 16% поставок против 12% годом ранее. Доля крупнейшего покупателя — Китая — сократилась с 88% до 83%. Традиционно индийские НПЗ в первую очередь ориентированы на Urals, а наращивать импорт ESPO они могут из-за снижения китайского спроса или перебоев с поставками, поясняют аналитики. Экспорт российской смеси ESPO (ВСТО) из порта Козьмино по итогам семи месяцев 2026 года вырос на 6% год к году, до 28,2 млн тонн. Как отмечают аналитики, цена на ESPO в китайских портах за неделю выросла на $1,5 за баррель, до премии $2,5 за баррель к декабрьским фьючерсам на Brent.	02.09.2026	9:54	Шпион РЦБ	02.09.2026 9:54:00	
Не важно	⬆️🇷🇺#недвижимость #россия В августе новостройки подорожали почти в 70% округов Москвы — РБК	02.09.2026	9:55	Market Twits	02.09.2026 9:55:00	
Возможно	❗️🇷🇺#NMTP #spo МИНФИН РФ СОХРАНЯЕТ ПЛАНЫ ПРОДАТЬ ГОСДОЛЮ В НМТП ЕДИНЫМ ПАКЕТОМ ДО КОНЦА ГОДА — МОИСЕЕВ, ИФ #вэф	02.09.2026	9:57	Market Twits	02.09.2026 9:57:00	
Не важно	ЦОДы начали усиливать защиту от БПЛА, что может привести к росту стоимости их услуг — Ъ #RTKM Читать далее 👉 https://smartlab.news/i/202826 мы в max	02.09.2026	9:57	Смарт Лаб	02.09.2026 9:57:00	
Возможно	Проект газопровода "Сила Сибири - 2" находится на завершающем этапе перехода к строительству и может получить новое имя - "Сила Байкала" — глава Минэнерго Сергей Цивилев #GAZP Читать далее 👉 https://smartlab.news/i/202827 мы в max	02.09.2026	9:58	Смарт Лаб	02.09.2026 9:58:00	
Возможно	Минфин РФ сохраняет планы продать госдолю в НМТП единым пакетом до конца года — замглавы ведомства Алексей Моисеев #NMTP Читать далее 👉 https://smartlab.news/i/202828 мы в max	02.09.2026	9:59	Смарт Лаб	02.09.2026 9:59:00	
Возможно	🇷🇺#SBER #ipo "Сбер" пока не видит перспектив IPO для компаний своей экосистемы — ТАСС #вэф	02.09.2026	10:00	Market Twits	02.09.2026 10:00:00	
Возможно	🇷🇺#SBER #отчетность 9 сентября - СБЕР - финрезы 8м 2026г	02.09.2026	10:03	Market Twits	02.09.2026 10:03:00	
Не важно	⬇️🇷🇺#IMOEX = -0.8% на открытии	02.09.2026	10:05	Market Twits	02.09.2026 10:05:00	
Не важно	Россиянин в среднем потребляет в год 23-23,5 кг рыбы при норме в 28 кг — руководитель Росрыболовства Илья Шестаков #AQUA РФ ежегодно поставляет в ЕС рыбы на сумму более $200 млн. Читать далее 👉 https://smartlab.news/i/202829 мы в max	02.09.2026	10:06	Смарт Лаб	02.09.2026 10:06:00	
Возможно	#Политика Странам G20 не удалось согласовать совместное коммюнике из-за Китая — Коммерсантъ Китай не согласился с заявлением о том, что «нерыночная экономика, постоянно генерирующая дешевую экспортную продукцию, не является устойчивой». Как уточнили в Минфине США, Пекин также выступил против пунктов, в которых выражалась обеспокоенность перебоями в судоходстве в Ормузском проливе, а также поддержка мониторинга дисбалансов МВФ.	02.09.2026	10:06	Шпион РЦБ	02.09.2026 10:06:00	
Не важно	МНЕНИЕ: Ренессанс Капитал понизил прогноз по дивиденду Транснефти на 2026 год с 180 до 159 рублей и 12-месячную целевую цену до 1300 руб./акцию Читать далее 👉 https://smartlab.news/i/202830 мы в max	02.09.2026	10:07	Смарт Лаб	02.09.2026 10:07:00	
Не важно	🇺🇸#сша #today Apple, вслед за Google, переименовал на своих картах озеро Онтарио в «озеро Америка»	02.09.2026	10:09	Market Twits	02.09.2026 10:09:00	
Не важно	⚠️✴️#USDT #контроль #стейблкоиины #крипто #суд Двое тайских бизнесменов — Наттхават Рактхаммачалерн и Наттхават Касамвилас подали на Tether в суд за заморозку их $42.4 млн в USDT без судебного ордера, повестки или иного формального правового основания.	02.09.2026	10:12	Market Twits	02.09.2026 10:12:00	
Не важно	До конца 2026 года мы ожидаем до трех IPO — зампред правления ВТБ Виталий Сергейчук Читать далее 👉 https://smartlab.news/i/202831 мы в max	02.09.2026	10:17	Смарт Лаб	02.09.2026 10:17:00	
Возможно	Таможенная подкомиссия поддержала предложение Минэкономразвития об обнулении до 31 декабря 2026 года гибкой пошлины на экспорт пшеницы #NKHP #RAGR Читать далее 👉 https://smartlab.news/i/202832 мы в max	02.09.2026	10:21	Смарт Лаб	02.09.2026 10:21:00	
Возможно	#IPO До конца 2026 года мы ожидаем до трех IPO при наличии подходящей рыночной конъюнктуры, сообщил зампред правления ВТБ Виталий Сергейчук	02.09.2026	10:23	Шпион РЦБ	02.09.2026 10:23:00	
Не важно	🇷🇺#пошлины #зерно #россия ЭКСПОРТНЫЕ ‌ПОШЛИНЫ ​НА ​ЗЕРНО ​В ⁠РОССИИ ‌ОБНУЛЯЮТСЯ ‌ДО ​31 ‌ДЕКАБРЯ ​2026 ‌Г., ​НА ​ПОДСОЛНЕЧНОЕ ‌МАСЛО ​И ​ШРОТ - ⁠ФИКСИРУЮТСЯ ‌НА ‌УРОВНЕ ​АВГУСТА — МИНЭК	02.09.2026	10:28	Market Twits	02.09.2026 10:28:00	
Не важно	📈Газ на европейских площадках сегодня ночью в моменте подорожал до $900 за тыс кубов #GAZP Читать далее 👉 https://smartlab.news/i/202833 мы в max	02.09.2026	10:28	Смарт Лаб	02.09.2026 10:28:00	
Не важно	#Макро Министр экономического развития РФ Максим Решетников спрогнозировал рост российского ВВП по итогам 2026 года на уровне порядка 0,6%. "Текущая наша оценка — порядка 0,6% пунктов, то, что мы ждем по итогам года, это чуть больше, чем у нас было", - сказал он.	02.09.2026	10:28	Шпион РЦБ	02.09.2026 10:28:00	
Не важно	🇷🇺#экономика #россия #прогноз Решетников прогнозирует рост ВВП РФ выше ожидаемых оценок по итогам 2026 года - на уровне порядка 0,6% — ТАСС #вэф	02.09.2026	10:31	Market Twits	02.09.2026 10:31:00	
Не важно	ГТЛК поставит Ютэйр 26 вертолетов по договору лизинга #UTAR Читать далее 👉 https://smartlab.news/i/202834 мы в max	02.09.2026	10:31	Смарт Лаб	02.09.2026 10:31:00	
Не важно	⬇️🌎#облигации Распродажа госбондов по всему миру усиливается — RTRS	02.09.2026	10:34	Market Twits	02.09.2026 10:34:00	
Не важно	⬇️🇪🇺#акции #европа Европейские акции на минимуме за месяц — RTRS	02.09.2026	10:37	Market Twits	02.09.2026 10:37:00	
Не важно	Население России начнет молодеть к концу 60-х годов текущего века — замруководителя Росстата Сергей Окладников Читать далее 👉 https://smartlab.news/i/202835 мы в max	02.09.2026	10:37	Смарт Лаб	02.09.2026 10:37:00	
Не важно	⬆️🛢🇪🇺#газ #европа Цена газа в Европе превышала $900 за 1 тыс. куб. м впервые с конца 2022г	02.09.2026	10:38	Market Twits	02.09.2026 10:38:00	
Важно	Аксаков: Россияне из-за снижения ключевой ставки все-таки начали перемещать сбережения из банковской системы на финансовый рынок Читать далее 👉 https://smartlab.news/i/202836 мы в max	02.09.2026	10:42	Смарт Лаб	02.09.2026 10:42:00	
Не важно	⚠️🇷🇺#авиа #россия #геополитика Турецкие авиакомпании массово задерживают и отменяют рейсы в Москву из-за ситуации в небе, сообщают СМИ Представители одной из турецкой авиакомпании официально мотивировали данное решение резким изменением ситуации с безопасностью в воздушном пространстве над европейской частью России, добавив, что местная турецкая сторона временно ввела запрет на выполнение полетов в московском направлении для национальных операторов. ———————————- Вчера Зеленский анонсировал кампанию по "закрытию неба" над Россией	02.09.2026	10:46	Market Twits	02.09.2026 10:46:00	
Не важно	Мантуров: Есть предприятия, которым уже неоднократно указывали на недостатки в их работе по обеспечению безопасности и восстановлению пострадавших объектов «Вопросы по ним будут рассматриваться в первую очередь», — сказал он. Читать далее 👉 https://smartlab.news/i/202837 мы в max	02.09.2026	10:46	Смарт Лаб	02.09.2026 10:46:00	
Возможно	#Политика ЭКСПОРТНЫЕ ‌ПОШЛИНЫ ​НА ​ЗЕРНО ​В ⁠РОССИИ ‌ОБНУЛЯЮТСЯ ‌ДО ​31 ‌ДЕКАБРЯ ​2026 ‌Г., ​НА ​ПОДСОЛНЕЧНОЕ ‌МАСЛО ​И ​ШРОТ - ⁠ФИКСИРУЮТСЯ ‌НА ‌УРОВНЕ ​АВГУСТА — МИНЭК	02.09.2026	10:46	Шпион РЦБ	02.09.2026 10:46:00	
Возможно	Силуанов в настоящее время не находится под американскими санкциями — глава Минфина США Скотт Бессент Читать далее 👉 https://smartlab.news/i/202838 мы в max	02.09.2026	10:49	Смарт Лаб	02.09.2026 10:49:00	
Возможно	🇷🇺#SMLT Девелопер "Самолет" выкупает долю партнера в проекте жилого комплекса на улице Сабанеева во Владивостоке — РИА #вэф	02.09.2026	10:50	Market Twits	02.09.2026 10:50:00	
Не важно	🇷🇺#авто #россия #прогноз ТАСС: "Автоваз": рынок легковых авто в 2026-2027 годах будет оставаться на уровне 2025 года #вэф	02.09.2026	10:52	Market Twits	02.09.2026 10:52:00	
Возможно	🇷🇺#FESH FESCO намерена втрое нарастить емкость контейнерного флота к 2030 г — интервью РБК #вэф	02.09.2026	10:53	Market Twits	02.09.2026 10:53:00	
Не важно	🇷🇺#событие #ии #россия Александр Ведяхин: Международная конференция по искусственному интеллекту AI Journey пройдёт с 25 по 27 ноября в Москве	02.09.2026	10:54	Market Twits	02.09.2026 10:54:00	
Не важно	Доля мигрантов на стройках РФ за последний год увеличилась примерно на 5% — глава НОСТРОЙ Антон Глушков Читать далее 👉 https://smartlab.news/i/202839 мы в max	02.09.2026	10:54	Смарт Лаб	02.09.2026 10:54:00	
Не важно	#FESH FESCO намерена втрое нарастить емкость контейнерного флота к 2030 г	02.09.2026	10:54	Шпион РЦБ	02.09.2026 10:54:00	
Возможно	⚠️🇪🇺🇷🇺#конфискация #россия Министр иностранных дел Украины считает "справедливым подходом" начать "серьезное обсуждение" использования замороженных российских активов	02.09.2026	10:57	Market Twits	02.09.2026 10:57:00	
Не важно	Девелопер Самолет выкупает долю партнера в проекте жилого комплекса во Владивостоке #SMLT Читать далее 👉 https://smartlab.news/i/202840 мы в max	02.09.2026	10:58	Смарт Лаб	02.09.2026 10:58:00	
Возможно	⬆️🇷🇺#экономика #россия #прогноз МИНЭК ПОВЫСИЛ ОЦЕНКУ РОСТА ВВП РФ В 2026Г ДО 0,6% С 0,4% -- РЕШЕТНИКОВ #вэф	02.09.2026	11:00	Market Twits	02.09.2026 11:00:00	
Важно	❗️🇷🇺#авиа #россия #геополитика РОССИЯ НЕ ДОПУСТИТ КАКИХ-ТО ЗНАЧИМЫХ ПЕРЕРЫВОВ В РАБОТЕ ГРАЖДАНСКОЙ АВИАЦИИ - НИКИТИН, КОММЕНТИРУЯ СЛОВА ЗЕЛЕНСКОГО РОССИЯ СВОЕВРЕМЕННО РЕАГИРУЕТ НА УГРОЗЫ ГРАЖДАНСКОЙ АВИАЦИИ, РОСАВИАЦИЯ РАБОТАЕТ В РЕЖИМЕ ОПЕРАТИВНОГО ДИАЛОГА СО СПЕЦСЛУЖБАМИ И МИНОБОРОНЫ — НИКИТИН, РИА ВСЕ ВЕДОМСТВА РАБОТАЮТ В ТЕСНЕЙШЕЙ КООРДИНАЦИИ ДЛЯ ПРЕДОТВРАЩЕНИЯ УГРОЗ АВИАСООБЩЕНИЮ — НИКИТИН В РОССИИ НЕ ДОПУСТЯТ ЗНАЧИМЫХ ПЕРЕРЫВОВ В РАБОТЕ ГРАЖДАНСКОЙ АВИАЦИИ, ПРОКОММЕНТИРОВАЛ ГЛАВА МИНТРАНСА РФ УГРОЗЫ ЗЕЛЕНСКОГО — ТАСС	02.09.2026	11:00	Market Twits	02.09.2026 11:00:00	
Не важно	Fesco планирует до 2030 года увеличить емкость контейнерного флота в 3 раза — гендиректор Петр Иванов #FESH Читать далее 👉 https://smartlab.news/i/202841 мы в max	02.09.2026	11:00	Смарт Лаб	02.09.2026 11:00:00	
Не важно	Полюс запустил ключевые объекты электроснабжения стратегического инвестпроекта компании в Алданском районе Республики Саха (Якутия) #PLZL Читать далее 👉 https://smartlab.news/i/202842 мы в max	02.09.2026	11:03	Смарт Лаб	02.09.2026 11:03:00	
Возможно	Мы не допустим каких-то значимых перерывов в работе гражданской авиации — глава Минтранса Никитин, комментируя угрозы Зеленского #AFLT Читать далее 👉 https://smartlab.news/i/202843 мы в max	02.09.2026	11:07	Смарт Лаб	02.09.2026 11:07:00	
Не важно	МНЕНИЕ: По нашим оценкам, MOEX торгуется с мультипликатором 5,0x P/E 2026П, что мы считаем справедливым уровнем. Данные об объемах торгов за август оцениваем как нейтральные — АТОН #MOEX Читать далее 👉 https://smartlab.news/i/202844 мы в max	02.09.2026	11:08	Смарт Лаб	02.09.2026 11:08:00	
Возможно	Глава ВТБ Андрей Костин считает "стремом" игнорировать сообщения от руководства после 18:00 #VTBR Читать далее 👉 https://smartlab.news/i/202845 мы в max	02.09.2026	11:09	Смарт Лаб	02.09.2026 11:09:00	
Возможно	#NMTP Минфин сохраняет планы продать госдолю НМТП до конца года — Ведомости Сейчас проходят оценочные мероприятия. Продажа указана в плане на этот год.	02.09.2026	11:09	Шпион РЦБ	02.09.2026 11:09:00	
Не важно	Население Европы за отказ от российского газа платит деиндустриализацией, безработицей, потерей возможности учиться — замглавы МИД РФ Александр Грушко Читать далее 👉 https://smartlab.news/i/202846 мы в max	02.09.2026	11:15	Смарт Лаб	02.09.2026 11:15:00	
Важно	⚠️🇪🇺🇷🇺#нато #россия #геополитика Каллас вызвала и.о. постпреда России при ЕС после инцидента в Лейпциге	02.09.2026	11:16	Market Twits	02.09.2026 11:16:00	
Возможно	Минэкономразвития ожидает рост ВВП РФ в 2026 году на 0,6% — глава ведомства Максим Решетников Министерство в сентябре представит уточненный макропрогноз на 2026-2029 годы. Читать далее 👉 https://smartlab.news/i/202848 мы в max	02.09.2026	11:18	Смарт Лаб	02.09.2026 11:18:00	
Важно	🚫🛢#ормуз #геополитика КСИР сообщил, что несколько часов назад два нефтяных танкера подорвались на минах и загорелись в Ормузе — Shia News ————————— Трамп утверждает, что Ормуз разминирован	02.09.2026	11:19	Market Twits	02.09.2026 11:19:00	
